"id_text","id_reply","moral","focusPolo","reply","polo_reply","conversation"
"1135189409488363520","1135999290579570688","nessuna morale/off-topic",,"care/harm",,"attacca"
"1135265976038154243","1135427240781635584",,"valore prescrittivo","care/harm",,"attacca"
"1136538694998011909","1136576007207608320",,,"fairness/cheating",,"attacca"
"1136694230414499840","1136910520861282304","authority/subversion",,"fairness/cheating",,"supporta"
"1136986406939713536","1137257611831783425",,"valore proibitivo","fairness/cheating",,"attacca"
"1137454873220407296","1137698587217932288","care/harm","valore prescrittivo",,"valore proibitivo",
"1137463742436974592","1137464617180045317","nessuna morale/off-topic",,"loyalty/betrayal",,
"1137467872702283777","1137469214950875137","nessuna morale/off-topic",,"nessuna morale/off-topic",,
"1137470370620030976","1137470721511362561",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1137471256079601666","1137471487244427264","loyalty/betrayal","valore prescrittivo","loyalty/betrayal",,"attacca"
"1137471966594707456","1137472164842692608","care/harm",,,"valore proibitivo","attacca"
"1137619369771622400","1137997332530769920","fairness/cheating","valore proibitivo",,,"attacca"
"1138036576343207941","1138811932813725697",,"valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"1138453329556770816","1138454433245868034","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1138495887167148033","1138499520281612288","nessuna morale/off-topic",,"nessuna morale/off-topic",,"nessuna"
"1138501083314212865","1138509534081802242","nessuna morale/off-topic",,,,"attacca"
"1138518788666793984","1138524677884788742","nessuna morale/off-topic",,"care/harm","valore prescrittivo",
"1138745515095547904","1138923690966638597","nessuna morale/off-topic",,,"valore proibitivo",
"1138802536020942850","1138820186654556160","loyalty/betrayal","valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1139054271209648131","1139149428349132800","nessuna morale/off-topic",,"care/harm","valore prescrittivo","attacca"
"1139132666052263936","1139273558629257227",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1139132682808561664","1139448116871081984","loyalty/betrayal","valore proibitivo","fairness/cheating",,"attacca"
"1139155193533255680","1139156096558469120",,"valore prescrittivo",,"valore proibitivo","attacca"
"1139273043929440256","1139287117018914816",,,,,"stesso argomento"
"1139289056972541952","1139450335003578368","care/harm",,"fairness/cheating","valore proibitivo",
"1139791476307587072","1139869142289473536",,,"fairness/cheating","valore prescrittivo","attacca"
"1140269976298885122","1140272014969724928","nessuna morale/off-topic",,"loyalty/betrayal",,"nessuna"
"1140628147005775872","1140870090222645249","nessuna morale/off-topic",,,,"attacca"
"1140665594066456578","1140695164584910848","care/harm","valore proibitivo",,"valore prescrittivo","attacca"
"1141011624465240064","1141489585060536322",,"valore proibitivo",,"valore proibitivo","attacca"
"1142025082350555141","1142030198382190592","care/harm","valore prescrittivo","nessuna morale/off-topic",,"stesso argomento"
"1142110214432481281","1142113439793537024","nessuna morale/off-topic",,"fairness/cheating",,"attacca"
"1142360817448509440","1142715418915872769","fairness/cheating","valore prescrittivo","care/harm","valore prescrittivo","supporta"
"1142394736470364160","1142396117855932416","purity/degradation",,"care/harm","valore prescrittivo",
"1142487322577047552","1142888987050336256","loyalty/betrayal",,"nessuna morale/off-topic",,"attacca"
"1142491692337160193","1142571004331470850","loyalty/betrayal","valore proibitivo","care/harm","valore proibitivo","attacca"
"1142516797595430914","1142889336880472064","loyalty/betrayal","valore proibitivo","fairness/cheating",,"attacca"
"1142730293754957825","1142759856396484608","loyalty/betrayal","valore proibitivo","purity/degradation","valore proibitivo","attacca"
"1142849061294419969","1142858235189354496","nessuna morale/off-topic",,,"valore prescrittivo","attacca"
"1143057781580283904","1143100862681812993","care/harm",,,,"supporta"
"1143166055860318208","1143184793636671489","nessuna morale/off-topic",,"loyalty/betrayal",,"attacca"
"1143272148242509824","1143307044642054144","fairness/cheating","valore proibitivo",,,"supporta"
"1143438337144958976","1143505235731726337",,"valore proibitivo",,"valore proibitivo","supporta"
"1143450395517304834","1143561788983861253","fairness/cheating","valore proibitivo",,"valore proibitivo","supporta"
"1143490216965091328","1143970391154671616","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1143523319393726465","1143524010543763457",,"valore proibitivo","care/harm","valore proibitivo","stesso argomento"
"1143524027895570436","1143524287644667905",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1143540750367547392","1143542515699781632","nessuna morale/off-topic",,"care/harm","valore prescrittivo",
"1143818327917322240","1143832953375592448","nessuna morale/off-topic",,"loyalty/betrayal",,"stesso argomento"
"1143837505550245889","1143848503623507968","authority/subversion","valore prescrittivo","authority/subversion",,
"1143855078723457024","1143978195458412545","care/harm","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1143860295737233408","1143931366259810304",,"valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1143905087544332288","1144114251730169856","fairness/cheating",,"fairness/cheating","valore prescrittivo","attacca"
"1143938819403767810","1143974393527320581","authority/subversion",,"fairness/cheating","valore proibitivo","supporta"
"1143944918886440967","1144215247865221120","loyalty/betrayal",,"care/harm",,"attacca"
"1143961514740764673","1144000684347613184","nessuna morale/off-topic",,,,"attacca"
"1144277879955644417","1144303004977381376","loyalty/betrayal",,"nessuna morale/off-topic",,
"1144324088883798016","1144324108106326018","nessuna morale/off-topic",,"nessuna morale/off-topic",,"supporta"
"1144324108106326018","1144324111746908161","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1144324132588445696","1144324135834804224","nessuna morale/off-topic",,,"valore prescrittivo","stesso argomento"
"1144331960766083073","1144521062102831104","authority/subversion","valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1144332793058615298","1144349262010048512",,,"care/harm",,"attacca"
"1144337534849363971","1144473329274765314","fairness/cheating","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1144476006058561536","1144478436016025601","care/harm",,"fairness/cheating","valore proibitivo","stesso argomento"
"1144506200299638786","1144573778464313345","care/harm","valore prescrittivo",,"valore prescrittivo","stesso argomento"
"1144508753242406912","1144844438134558720","nessuna morale/off-topic",,"care/harm",,"attacca"
"1144531130466611202","1144849730180145152","fairness/cheating","valore proibitivo","nessuna morale/off-topic",,
"1144575342574743553","1144577247858372608","nessuna morale/off-topic",,"care/harm","valore prescrittivo","stesso argomento"
"1144606463354122240","1144725200828796928","nessuna morale/off-topic",,"nessuna morale/off-topic",,"attacca"
"1144848618941222913","1145074298790535169",,"valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1144863557110120449","1145082258606436352","fairness/cheating","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1144916823936253952","1144976878882738178",,"valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1145000408340946944","1145002806723710981","nessuna morale/off-topic",,,"valore proibitivo",
"1145016614544445440","1145134616526938112","nessuna morale/off-topic",,,"valore proibitivo","supporta"
"1145016907994677248","1145217902993444864",,"valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1145253585212661761","1145412538433232896",,"valore proibitivo","care/harm",,"attacca"
"1145279327497588737","1145317242759987200","authority/subversion",,,"valore proibitivo","supporta"
"1145308101295464448","1145413445438849024",,"valore proibitivo",,"valore proibitivo","attacca"
"1145382853175382018","1145382854714638336",,,,,"stesso argomento"
"1145399238970531841","1145754213689024512","nessuna morale/off-topic",,"fairness/cheating",,"attacca"
"1145438897901592581","1145444599261007873","fairness/cheating",,"care/harm","valore prescrittivo","supporta"
"1145608051015192576","1145737702962319360","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1145922991047544832","1146016127073574912","care/harm","valore prescrittivo","fairness/cheating",,
"1146064774322540551","1146093674880733184","loyalty/betrayal","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1146159854064668675","1146201788837769217","fairness/cheating","valore proibitivo",,"valore proibitivo","supporta"
"1146185804768829446","1146194782995263488",,"valore proibitivo","fairness/cheating",,"stesso argomento"
"1146317322585616385","1146329340449366017","nessuna morale/off-topic",,"care/harm","valore proibitivo","attacca"
"1146360627872620544","1146362064098779136","fairness/cheating","valore prescrittivo","fairness/cheating","valore prescrittivo",
"1146388757068812288","1146893659398389760","nessuna morale/off-topic",,,,
"1146759007346016256","1146761382760734720","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","supporta"
"1146769677252792322","1147786703362494464","loyalty/betrayal","valore proibitivo","purity/degradation","valore prescrittivo","attacca"
"1146770701929656320","1146774859613167616","authority/subversion",,,"valore prescrittivo","attacca"
"1146822256183697414","1146858048759238656","nessuna morale/off-topic",,"care/harm","valore prescrittivo","attacca"
"1146865634447376384","1147098837179359234","fairness/cheating","valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1147029602356912128","1147134654690058240","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1147035665697259520","1147134383020810241",,"valore prescrittivo","care/harm","valore prescrittivo","stesso argomento"
"1147082512348438528","1147083109231484928","nessuna morale/off-topic",,"care/harm",,"nessuna"
"1147184955895816192","1147235551067672576","care/harm","valore prescrittivo","nessuna morale/off-topic",,
"1147449277926563840","1147451639248408576","authority/subversion",,"fairness/cheating","valore prescrittivo","attacca"
"1147473109697667072","1147473763170209792","fairness/cheating","valore prescrittivo",,,
"1147485440527806464","1147486094805614593","care/harm",,,"valore proibitivo",
"1147546848032382976","1147781687629295616","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore proibitivo",
"1147565071599620096","1147575482113757185","authority/subversion",,"fairness/cheating","valore proibitivo","stesso argomento"
"1147726311345049602","1147821550688722945","nessuna morale/off-topic",,,"valore proibitivo","attacca"
"1147793591261155330","1147799141311025152","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1147795375027343360","1148005457178574848","nessuna morale/off-topic",,,"valore prescrittivo","attacca"
"1147802137356881926","1147815054659731456",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1147815054659731456","1147838935760089089",,"valore proibitivo",,"valore proibitivo","supporta"
"1147821435840278528","1147822589190070272","loyalty/betrayal",,"fairness/cheating","valore prescrittivo","stesso argomento"
"1147920774407303168","1147961266708856839","nessuna morale/off-topic",,"nessuna morale/off-topic",,
"1147948948780400640","1147949514919047168","nessuna morale/off-topic",,,,"supporta"
"1148112859936755713","1148843264902127616","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1148165996357832704","1148166128172224512","nessuna morale/off-topic",,,"valore prescrittivo","supporta"
"1148305310400098305","1148374626361315329","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1148317483205627904","1148318681690193920","nessuna morale/off-topic",,,"valore proibitivo","supporta"
"1148510297197547520","1148662630560817152",,"valore prescrittivo","fairness/cheating","valore proibitivo","supporta"
"1148546716834156547","1148611402682261506","nessuna morale/off-topic",,"loyalty/betrayal",,"stesso argomento"
"1148560169627992064","1148697265806200832","nessuna morale/off-topic",,"care/harm","valore proibitivo","attacca"
"1148645967320768515","1148669615108759552",,"valore proibitivo",,"valore proibitivo","attacca"
"1148664207661043714","1148880124567347200",,"valore proibitivo",,"valore prescrittivo","attacca"
"1148674667202453511","1148687605065818112","loyalty/betrayal","valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1148813268330450945","1148840317103333376","loyalty/betrayal",,"nessuna morale/off-topic",,"attacca"
"1148999751607734277","1149042745467650048",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"1149199034835439616","1149586304302063616",,,"care/harm","valore prescrittivo","attacca"
"1149264567035469826","1149290370662043649","purity/degradation",,"care/harm","valore proibitivo","attacca"
"1149355748167757825","1149976117627015169","care/harm",,"nessuna morale/off-topic",,"attacca"
"1149609657293398016","1149611559108263938","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1149657857408655360","1149660920752115712","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1149711369735954433","1149937901335121921","fairness/cheating","valore proibitivo","loyalty/betrayal",,"stesso argomento"
"1149788558649167872","1149789560794165248",,"valore proibitivo","fairness/cheating",,"supporta"
"1149920194887868416","1149920992552243201","nessuna morale/off-topic",,,"valore proibitivo","nessuna"
"1149996656659705856","1150108205235810304","nessuna morale/off-topic",,,,"stesso argomento"
"1150280590446465026","1150284971715846144","nessuna morale/off-topic",,"fairness/cheating",,"supporta"
"1150297176607793152","1150502827007123462",,"valore proibitivo","fairness/cheating",,"attacca"
"1150382105521741824","1150657793176821760",,"valore proibitivo",,"valore proibitivo","supporta"
"1150391061744889856","1150630295256915968","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"1151059988338622464","1151117767329947650","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","attacca"
"1151118134507724806","1151143018549805056","loyalty/betrayal",,"loyalty/betrayal","valore prescrittivo","attacca"
"1151197257905180672","1151197845149638656","fairness/cheating","valore proibitivo",,"valore proibitivo","stesso argomento"
"1151431229834743808","1151579632069750786","nessuna morale/off-topic",,"loyalty/betrayal",,
"1151483432654057477","1151558817341157376","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo",
"1151561510600237060","1153763620645429250","loyalty/betrayal","valore proibitivo","fairness/cheating",,"attacca"
"1151777600492191744","1160439146256707584","loyalty/betrayal",,"loyalty/betrayal","valore proibitivo","supporta"
"1151791619777212416","1151794726938599424","nessuna morale/off-topic",,"care/harm","valore prescrittivo",
"1152200249525583874","1152200773146677248","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"1152512886226345985","1152513280713416704","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"1152525555964751872","1152526153225314309","fairness/cheating","valore prescrittivo","care/harm","valore prescrittivo","stesso argomento"
"1152564382280364033","1152623393012948998",,"valore prescrittivo","fairness/cheating",,"attacca"
"1152602906710818818","1152850215361220609",,,,"valore proibitivo","attacca"
"1152929328591769601","1153245327224463360","loyalty/betrayal",,,"valore proibitivo","attacca"
"1152969629230346241","1153070428342095873","authority/subversion",,"fairness/cheating",,"attacca"
"1153002317379198976","1153024358761320448","nessuna morale/off-topic",,,,"stesso argomento"
"1153236100955197440","1153335678706601985","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1153261559046500353","1153273320676175872","nessuna morale/off-topic",,"loyalty/betrayal",,"stesso argomento"
"1153281505529139201","1153286883939618819",,"valore prescrittivo","fairness/cheating","valore proibitivo","supporta"
"1153315880568274946","1153319453070888961","loyalty/betrayal",,,"valore proibitivo","attacca"
"1153574618269134848","1153626061130932225",,"valore prescrittivo","loyalty/betrayal","valore proibitivo","attacca"
"1153661115496374275","1153731074943586305","nessuna morale/off-topic",,"care/harm",,"attacca"
"1153693956447883264","1153741411541508097","authority/subversion","valore prescrittivo","loyalty/betrayal",,
"1153729440381378562","1153731191360622598","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1153896658243149824","1153979232076402689","fairness/cheating","valore proibitivo","fairness/cheating","valore prescrittivo","attacca"
"1153922347658883072","1154153256316260352","nessuna morale/off-topic",,"fairness/cheating",,"attacca"
"1154115024694079488","1154120974561882115",,"valore proibitivo","nessuna morale/off-topic",,"attacca"
"1154743855838846976","1154755092572250112","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1154754542552133633","1154760222667411462","authority/subversion","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1154797024228847616","1154977573568503808","care/harm","valore proibitivo",,"valore proibitivo","attacca"
"1155007356570390528","1155010356949016576","fairness/cheating","valore proibitivo","nessuna morale/off-topic",,"stesso argomento"
"1155011839782244352","1155024826014347264","nessuna morale/off-topic",,"care/harm","valore proibitivo","stesso argomento"
"1155041160236322816","1155085000548716544",,,,"valore proibitivo","attacca"
"1155074970139136000","1155076111946174464",,"valore proibitivo",,"valore proibitivo","attacca"
"1155088238534627328","1155104388706439168","loyalty/betrayal",,,"valore proibitivo","attacca"
"1155552602379235329","1155859068009025537","care/harm",,"loyalty/betrayal","valore proibitivo","supporta"
"1155861211768074247","1155872390884315136",,"valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"1156106812594302976","1156147616708734977","authority/subversion",,"authority/subversion","valore proibitivo","supporta"
"1156134283465101312","1156152371497644033","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore prescrittivo","attacca"
"1156194353263632386","1156247654470443012","loyalty/betrayal","valore prescrittivo",,"valore prescrittivo","attacca"
"1156218751873945601","1156518077179289601","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","stesso argomento"
"1156482642990313472","1156498257197096960",,"valore prescrittivo",,"valore proibitivo","supporta"
"1156597556450906112","1156803583490318341",,"valore proibitivo",,"valore proibitivo","stesso argomento"
"1156844613308751872","1156847866092171266","nessuna morale/off-topic",,"nessuna morale/off-topic",,"attacca"
"1156888630876692480","1156889656333688833","fairness/cheating","valore proibitivo","care/harm","valore proibitivo","stesso argomento"
"1156939300661071872","1156989597144027136",,"valore prescrittivo","fairness/cheating",,"stesso argomento"
"1166592117612957697","1166593960183287809",,,,,
"960238233069158406","960252272457453568","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"962686195758174208","962705868465766400",,"valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"966363512946741249","1176536605663776768","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","attacca"
"972206744381386753","972209295390662656","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"981629907112480768","981636522859552774","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","attacca"
"983768476291682306","983771221056778240","fairness/cheating","valore proibitivo",,"valore proibitivo","supporta"
"989021186649739265","989110206767534080",,"valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"996680395549798400","997449440163229697","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","stesso argomento"
"996770867203002373","997014155394723841",,"valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"997456057806082049","997475024708698112","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"999255144599572481","999257990099226624","care/harm","valore prescrittivo","purity/degradation","valore proibitivo","attacca"
"999695035934396416","999876233918791681",,"valore proibitivo",,"valore proibitivo","attacca"
"999932995824955392","999938658173059072","nessuna morale/off-topic",,"nessuna morale/off-topic",,"stesso argomento"
"755687253008064512","755741640149573632","authority/subversion","valore proibitivo","authority/subversion","valore proibitivo","supporta"
"906592067484372993","906602086305058816","fairness/cheating","valore prescrittivo",,,"attacca"
"835171522583150592","835200224188596228","loyalty/betrayal","valore proibitivo","care/harm","valore proibitivo","attacca"
"914022794865840128","915918625541943296","fairness/cheating","valore proibitivo","nessuna morale/off-topic",,"nessuna"
"955836000659558400","955886466600648706","loyalty/betrayal","valore proibitivo","nessuna morale/off-topic",,"supporta"
"832350368281538562","832351297647017984","authority/subversion","valore prescrittivo",,"valore prescrittivo","attacca"
"812198826622812160","812227258639335424","nessuna morale/off-topic","valore proibitivo","care/harm","valore proibitivo","supporta"
"927232565844627456","927422194677944321","care/harm","valore proibitivo",,"valore proibitivo","attacca"
"925347695237238785","926897833495625728",,"valore proibitivo","nessuna morale/off-topic",,"nessuna"
"631438937437929472","632833491806384128","fairness/cheating","valore proibitivo","care/harm","valore prescrittivo","attacca"
"3,85846E+17","386021644508340224","care/harm","valore prescrittivo","care/harm","valore prescrittivo","supporta"
"825337671811788800","825338085273698305","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"908987130763988992","909041677683298304","care/harm","valore proibitivo","care/harm","valore proibitivo","attacca"
"524454695495270400","524457003486547968","fairness/cheating","valore proibitivo",,"valore prescrittivo","attacca"
"930051538361507842","930310988003409920","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"959784578708922369","959837592786296832","fairness/cheating","valore proibitivo",,"valore proibitivo","attacca"
"1017789709270077441","1017796803863957504","authority/subversion","valore prescrittivo",,,"attacca"
"400557020858040320","400563482128420865","nessuna morale/off-topic",,,"valore proibitivo","stesso argomento"
"1019565435723894785","1019909925584203776","loyalty/betrayal","valore proibitivo",,"valore prescrittivo","supporta"
"719832564882649088","719842464404783104","nessuna morale/off-topic",,,"valore proibitivo","attacca"
"1011724867425783810","1011984729506304000","fairness/cheating","valore proibitivo",,"valore prescrittivo","attacca"
"879984833367355392","879997477491015680","care/harm","valore prescrittivo",,"valore prescrittivo","stesso argomento"
"940661474950819840","940678718904848386","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"826397590841389057","826402421450616833",,"valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"792796138004967424","792988317704982529","authority/subversion","valore prescrittivo",,"valore prescrittivo","attacca"
"632833252823310337","632834217341288448",,,,"valore prescrittivo","attacca"
"906838872381956097","906850964967186432","purity/degradation","valore prescrittivo","purity/degradation","valore proibitivo","attacca"
"959787304373112832","959802811902038017","care/harm","valore proibitivo",,"valore prescrittivo","supporta"
"269121994656731136","269122726004936704","purity/degradation","valore prescrittivo","care/harm","valore prescrittivo","stesso argomento"
"608731879492190208","608733432034770944","loyalty/betrayal",,"loyalty/betrayal","valore prescrittivo","attacca"
"910063888493895680","910066347400417280","care/harm","valore proibitivo","nessuna morale/off-topic",,"nessuna"
"1006268324731326464","1006410589827141632","loyalty/betrayal","valore prescrittivo",,"valore proibitivo","attacca"
"950025742552915969","950043811669004288","nessuna morale/off-topic",,"nessuna morale/off-topic",,"attacca"
"944878126814973955","944882981029777408","care/harm","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"690099945131659264","690118869403451392","nessuna morale/off-topic",,"care/harm",,"nessuna"
"699322545221332993","699323107509673984","care/harm","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"1012252650329473024","1012257359132053504","purity/degradation","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"757261661208281088","757459610198564864","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"591582546967822337","592321213369843712","loyalty/betrayal","valore proibitivo","care/harm","valore prescrittivo","attacca"
"961529787583025152","961570591898787841",,"valore proibitivo","care/harm","valore proibitivo","attacca"
"1013720111809691648","1014007274686251008","nessuna morale/off-topic",,"care/harm","valore prescrittivo","attacca"
"816574679632576512","816578059528732672","care/harm","valore proibitivo","authority/subversion","valore proibitivo","stesso argomento"
"944925601151975426","945167879451881472","fairness/cheating",,"nessuna morale/off-topic",,"attacca"
"842417101621080064","879937266478706688","care/harm","valore prescrittivo","care/harm","valore prescrittivo","attacca"
"524313712035766273","524314737631186944","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","stesso argomento"
"491596123183013888","491596625794441216","nessuna morale/off-topic",,"purity/degradation","valore proibitivo","nessuna"
"8,25338E+17","825338462970793984","nessuna morale/off-topic",,"fairness/cheating","valore proibitivo","attacca"
"678224658207023105","678230574990041088","purity/degradation","valore proibitivo",,"valore proibitivo","stesso argomento"
"912611355324223489","912783313001238528","nessuna morale/off-topic",,"authority/subversion","valore proibitivo","stesso argomento"
"644550206269321216","644565957621497856","loyalty/betrayal","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"937381290717995009","937443931968692224","care/harm","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"699322092207132672","699322443362598912","care/harm","valore prescrittivo","fairness/cheating","valore proibitivo","attacca"
"267560220266471424","267563758707171328","nessuna morale/off-topic",,,,"nessuna"
"638328044554465280","638355412220256256","authority/subversion","valore proibitivo",,"valore proibitivo","attacca"
"557307161563660289","557943688585027586","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"967427294070476800","967715149862920192","authority/subversion","valore prescrittivo","purity/degradation","valore proibitivo","attacca"
"916404666644221952","916407100154183680","nessuna morale/off-topic",,,,"attacca"
"859887628581310464","860194855447920640","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"713129405258854400","7,13464E+17","purity/degradation","valore proibitivo","purity/degradation","valore proibitivo","attacca"
"946313615031848961","946502026418114560","purity/degradation","valore proibitivo","care/harm","valore proibitivo","supporta"
"630778203339014144","630792127501463552","fairness/cheating","valore proibitivo","fairness/cheating","valore proibitivo","attacca"
"882269735496425472","882535675043753986","loyalty/betrayal","valore proibitivo","care/harm","valore prescrittivo","attacca"
"683990880966029313","684053745261490176","nessuna morale/off-topic",,,,
"177732104388489218","177736096514449408","fairness/cheating","valore proibitivo","authority/subversion","valore prescrittivo","attacca"
"712190827376844800","712195638604263426","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"868171174987124736","868217830323486720","purity/degradation",,"nessuna morale/off-topic",,"attacca"
"927101784841211905","927164317769838594","nessuna morale/off-topic",,,,"attacca"
"907945578302242816","907946326339485697","nessuna morale/off-topic",,,,
"825941804776292353","825988628207779840","authority/subversion","valore proibitivo","authority/subversion","valore proibitivo","supporta"
"867813804301746176","868107201268895744","care/harm","valore proibitivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"639848171821101056","640440294618603520","authority/subversion","valore proibitivo","fairness/cheating","valore proibitivo","stesso argomento"
"865925251716329472","865937047802007554","care/harm","valore prescrittivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"840563539018428416","840611775531929600","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore proibitivo","attacca"
"899313304635625473","899346297739763714","purity/degradation","valore proibitivo","purity/degradation","valore proibitivo","attacca"
"898800854232440836","898984300757925888","fairness/cheating","valore prescrittivo","purity/degradation","valore proibitivo",
"835187980226740224","835197249214955525","loyalty/betrayal","valore proibitivo","fairness/cheating","valore proibitivo","supporta"
"150723546962857985","150775109634891777","purity/degradation",,"purity/degradation","valore proibitivo","attacca"
"872531651263430658","872909240268201984","purity/degradation","valore prescrittivo","loyalty/betrayal","valore prescrittivo","attacca"
"939384385094201345","939392979734794240","loyalty/betrayal",,,"valore prescrittivo","attacca"
"537929445441826816","538660422577291264",,"valore proibitivo","fairness/cheating",,"attacca"
"915650546345943040","915915987979051008",,"valore proibitivo","nessuna morale/off-topic",,"nessuna"
"1042141348994928641","1042173448330588168","authority/subversion","valore proibitivo",,"valore prescrittivo","attacca"
"1011113537077501953","1011188253444239360","authority/subversion","valore prescrittivo",,"valore proibitivo","attacca"
"986350651402747906","986506094766850048",,,"fairness/cheating","valore proibitivo","attacca"
"1008965699765719040","1009018002308784128","loyalty/betrayal","valore proibitivo","loyalty/betrayal","valore prescrittivo","attacca"
"1046897283135082498","1047016913568706563",,,,,
"959821942831435776","960072773908553728",,,,"valore proibitivo","attacca"
"1023947612108533765","1023949824675274753","loyalty/betrayal","valore proibitivo",,"valore proibitivo","attacca"
"1016757320246808577","1016769084871069699","loyalty/betrayal",,,,"attacca"
"1008370838704480257","1009132510628937729","nessuna morale/off-topic",,"loyalty/betrayal","valore proibitivo","attacca"
"1014479705481928705","1014784139998920705","loyalty/betrayal","valore prescrittivo","care/harm","valore proibitivo","attacca"
"1012704124721221633","1012752070846418944","fairness/cheating","valore proibitivo","fairness/cheating",,"attacca"
"1022245203950940160","1022574301046824967","purity/degradation","valore proibitivo","care/harm","valore prescrittivo","attacca"
"1002524445003669504","1002525735087755264","care/harm","valore proibitivo","fairness/cheating",,"stesso argomento"
"1034007961528610816","1034008464610258944","fairness/cheating","valore prescrittivo","loyalty/betrayal","valore proibitivo","stesso argomento"
"1008755641299755010","1008757968203124738","care/harm","valore prescrittivo",,"valore proibitivo",
"980063540500365312","980146148206882816","nessuna morale/off-topic",,"nessuna morale/off-topic",,
"1033268344198193152","1034466540756844544","loyalty/betrayal","valore proibitivo","nessuna morale/off-topic",,"attacca"
"1016446196238422018","1016451617544200199","nessuna morale/off-topic",,"loyalty/betrayal","valore prescrittivo","nessuna"
